Agent,PR_URL,issues_count,changed_loc,issue_density
Claude_Code,https://github.com/567-labs/instructor/pull/1729,2,918.0,2.1786492374727673
Claude_Code,https://github.com/BeehiveInnovations/zen-mcp-server/pull/62,3,8.0,375.0
Claude_Code,https://github.com/Deep-Learning-Profiling-Tools/triton-viz/pull/86,2,3599.0,0.5557099194220616
Claude_Code,https://github.com/PrefectHQ/prefect/pull/18363,17,154.0,110.38961038961038
Claude_Code,https://github.com/Significant-Gravitas/AutoGPT/pull/10483,1,600.0,1.6666666666666667
Claude_Code,https://github.com/basicmachines-co/basic-memory/pull/241,8,293.0,27.303754266211605
Claude_Code,https://github.com/rinadelph/Agent-MCP/pull/33,1,334.0,2.9940119760479043
Copilot,https://github.com/Ljzd-PRO/KToolBox/pull/278,3,255.0,11.76470588235294
Copilot,https://github.com/NewFuture/DDNS/pull/495,1,590.0,1.694915254237288
Copilot,https://github.com/NewFuture/DDNS/pull/500,1,24.0,41.666666666666664
Copilot,https://github.com/docling-project/docling/pull/1928,1,49.0,20.408163265306122
Copilot,https://github.com/gradio-app/gradio/pull/11601,5,84.0,59.52380952380952
Copilot,https://github.com/jeroenterheerdt/HAsmartirrigation/pull/585,2,229.0,8.73362445414847
Copilot,https://github.com/microsoft/Qcodes/pull/7222,5,60.0,83.33333333333333
Copilot,https://github.com/microsoft/Qcodes/pull/7240,5,889.0,5.624296962879639
Copilot,https://github.com/microsoft/debug-gym/pull/179,17,387.0,43.927648578811365
Copilot,https://github.com/microsoft/fabric-cicd/pull/394,7,251.0,27.888446215139442
Copilot,https://github.com/microsoft/lisa/pull/3811,2,19.0,105.26315789473684
Copilot,https://github.com/microsoft/lisa/pull/3901,1,50.0,20.0
Copilot,https://github.com/mlflow/mlflow/pull/15987,7,161.0,43.47826086956522
Copilot,https://github.com/mlflow/mlflow/pull/16053,8,54.0,148.14814814814815
Copilot,https://github.com/mlflow/mlflow/pull/16878,1,51.0,19.607843137254903
Copilot,https://github.com/quantalogic/quantalogic/pull/64,11,369.0,29.81029810298103
Copilot,https://github.com/zfit/zfit/pull/644,3,1522.0,1.9710906701708277
Cursor,https://github.com/WorkflowAI/WorkflowAI/pull/449,16,46.0,347.82608695652175
Cursor,https://github.com/WorkflowAI/WorkflowAI/pull/489,4,7.0,571.4285714285714
Cursor,https://github.com/WorkflowAI/WorkflowAI/pull/538,1,111.0,9.00900900900901
Cursor,https://github.com/getsentry/sentry-python/pull/4459,233,299.0,779.2642140468228
Cursor,https://github.com/getsentry/sentry/pull/94261,1,5.0,200.0
Cursor,https://github.com/getsentry/sentry/pull/94264,2,29.0,68.9655172413793
Cursor,https://github.com/teaxyz/chai/pull/133,1,2761.0,0.36218761318362913
Cursor,https://github.com/willccbb/verifiers/pull/124,2,302.0,6.622516556291391
Devin,https://github.com/AgentOps-AI/agentops/pull/729,3,564.0,5.319148936170213
Devin,https://github.com/Osly-AI/PocketManus/pull/2,2,18.0,111.1111111111111
Devin,https://github.com/airbytehq/airbyte/pull/55709,1,7.0,142.85714285714286
Devin,https://github.com/airbytehq/airbyte/pull/62455,22,177.0,124.29378531073446
Devin,https://github.com/appdotbuild/agent/pull/114,3,338.0,8.875739644970414
Devin,https://github.com/crewAIInc/crewAI/pull/1814,7,517.0,13.539651837524179
Devin,https://github.com/crewAIInc/crewAI/pull/1818,1,191.0,5.235602094240838
Devin,https://github.com/crewAIInc/crewAI/pull/1820,1,209.0,4.784688995215311
Devin,https://github.com/crewAIInc/crewAI/pull/1899,1,242.0,4.132231404958678
Devin,https://github.com/crewAIInc/crewAI/pull/1937,3,261.0,11.494252873563218
Devin,https://github.com/crewAIInc/crewAI/pull/2063,3,189.0,15.873015873015872
Devin,https://github.com/crewAIInc/crewAI/pull/2352,5,986.0,5.070993914807302
Devin,https://github.com/crewAIInc/crewAI/pull/2594,2,67.0,29.850746268656717
Devin,https://github.com/crewAIInc/crewAI/pull/2946,1,96.0,10.416666666666666
Devin,https://github.com/crewAIInc/crewAI/pull/3060,5,293.0,17.064846416382252
Devin,https://github.com/crewAIInc/crewAI/pull/3150,2,122.0,16.393442622950822
Devin,https://github.com/marimo-team/marimo/pull/3618,1,40.0,25.0
Devin,https://github.com/marimo-team/marimo/pull/3729,2,46.0,43.47826086956522
Devin,https://github.com/marimo-team/marimo/pull/3768,7,29.0,241.3793103448276
Devin,https://github.com/marimo-team/marimo/pull/3966,2,78.0,25.64102564102564
Devin,https://github.com/reflex-dev/reflex-web/pull/1465,1,18.0,55.55555555555555
Devin,https://github.com/reflex-dev/reflex-web/pull/1531,1,12.0,83.33333333333333
Devin,https://github.com/reflex-dev/reflex-web/pull/1533,1,22.0,45.45454545454545
OpenAI_Codex,https://github.com/3rdIteration/btcrecover/pull/613,1,18.0,55.55555555555555
OpenAI_Codex,https://github.com/3rdIteration/btcrecover/pull/614,1,18.0,55.55555555555555
OpenAI_Codex,https://github.com/567-labs/instructor/pull/1665,1,232.0,4.310344827586206
OpenAI_Codex,https://github.com/Blaizzy/mlx-vlm/pull/361,3,34.0,88.23529411764706
OpenAI_Codex,https://github.com/DannyMac180/meta-agent/pull/101,5,108.0,46.29629629629629
OpenAI_Codex,https://github.com/DannyMac180/meta-agent/pull/102,5,100.0,50.0
OpenAI_Codex,https://github.com/DannyMac180/meta-agent/pull/134,1,290.0,3.4482758620689653
OpenAI_Codex,https://github.com/DannyMac180/meta-agent/pull/135,1,202.0,4.9504950495049505
OpenAI_Codex,https://github.com/DannyMac180/meta-agent/pull/141,1,211.0,4.739336492890995
OpenAI_Codex,https://github.com/DannyMac180/meta-agent/pull/156,1,238.0,4.201680672268908
OpenAI_Codex,https://github.com/DannyMac180/meta-agent/pull/179,1,57.0,17.543859649122805
OpenAI_Codex,https://github.com/DannyMac180/meta-agent/pull/183,1,205.0,4.878048780487805
OpenAI_Codex,https://github.com/DannyMac180/meta-agent/pull/23,1,823.0,1.215066828675577
OpenAI_Codex,https://github.com/DannyMac180/meta-agent/pull/28,1,169.0,5.9171597633136095
OpenAI_Codex,https://github.com/DannyMac180/meta-agent/pull/31,2,258.0,7.751937984496124
OpenAI_Codex,https://github.com/DannyMac180/meta-agent/pull/72,1,42.0,23.809523809523807
OpenAI_Codex,https://github.com/DannyMac180/meta-agent/pull/73,1,15.0,66.66666666666667
OpenAI_Codex,https://github.com/DannyMac180/meta-agent/pull/94,1,237.0,4.219409282700422
OpenAI_Codex,https://github.com/Kiln-AI/Kiln/pull/354,3,32.0,93.75
OpenAI_Codex,https://github.com/Kiln-AI/Kiln/pull/358,9,2285.0,3.938730853391685
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1063,1,33.0,30.303030303030305
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1067,1,17.0,58.8235294117647
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1426,1,30.0,33.333333333333336
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1460,1,31.0,32.25806451612903
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1494,3,35.0,85.71428571428571
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1538,1,142.0,7.042253521126761
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1544,1,85.0,11.76470588235294
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1555,3,2246.0,1.3357079252003563
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1881,2,36.0,55.55555555555555
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/1917,4,102.0,39.21568627450981
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/208,1,20.0,50.0
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2083,2,174.0,11.494252873563218
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2100,1,130.0,7.6923076923076925
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2188,2,27.0,74.07407407407408
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2204,1,40.0,25.0
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2212,1,48.0,20.833333333333332
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2262,1,52.0,19.230769230769234
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2284,5,143.0,34.96503496503497
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2290,1,36.0,27.777777777777775
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2300,1,41.0,24.390243902439025
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2305,4,39.0,102.56410256410255
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2377,1,84.0,11.904761904761903
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2438,1,12.0,83.33333333333333
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2472,1,34.0,29.41176470588235
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2479,2,110.0,18.18181818181818
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2494,2,104.0,19.230769230769234
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2565,1,29.0,34.48275862068965
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2719,1,174.0,5.747126436781609
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/2999,1,100.0,10.0
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3010,1,80.0,12.5
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3088,1,123.0,8.130081300813009
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/310,2,25.0,80.0
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3102,1,52.0,19.230769230769234
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3160,1,29.0,34.48275862068965
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3508,4,88.0,45.45454545454545
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3519,1,18.0,55.55555555555555
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3532,2,71.0,28.169014084507044
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3535,6,86.0,69.76744186046511
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3712,1,60.0,16.666666666666668
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3804,1,14.0,71.42857142857143
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3813,5,123.0,40.65040650406504
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3820,3,15.0,200.0
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3851,1,38.0,26.31578947368421
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/3853,1,11.0,90.9090909090909
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/45,1,19.0,52.63157894736842
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/496,2,39.0,51.28205128205128
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/671,2,20.0,100.0
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/681,2,78.0,25.64102564102564
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/727,1,41.0,24.390243902439025
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/738,1,52.0,19.230769230769234
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/80,1,7.0,142.85714285714286
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/87,1,108.0,9.25925925925926
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/883,1,18.0,55.55555555555555
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/893,4,78.0,51.28205128205128
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/942,4,38.0,105.26315789473684
OpenAI_Codex,https://github.com/MontrealAI/AGI-Alpha-Agent-v0/pull/950,1,67.0,14.925373134328359
OpenAI_Codex,https://github.com/PriorLabs/TabPFN/pull/347,1,8.0,125.0
OpenAI_Codex,https://github.com/PyLabRobot/pylabrobot/pull/537,1,86.0,11.627906976744185
OpenAI_Codex,https://github.com/QuinnDamerell/OctoPrint-OctoEverywhere/pull/115,4,30.0,133.33333333333334
OpenAI_Codex,https://github.com/QuinnDamerell/OctoPrint-OctoEverywhere/pull/117,2,50.0,40.0
OpenAI_Codex,https://github.com/Significant-Gravitas/AutoGPT/pull/10002,1,9.0,111.1111111111111
OpenAI_Codex,https://github.com/Significant-Gravitas/AutoGPT/pull/10013,1,6.0,166.66666666666666
OpenAI_Codex,https://github.com/Significant-Gravitas/AutoGPT/pull/9966,1,29.0,34.48275862068965
OpenAI_Codex,https://github.com/Significant-Gravitas/AutoGPT/pull/9968,3,95.0,31.578947368421055
OpenAI_Codex,https://github.com/Skyvern-AI/skyvern/pull/2394,7,476.0,14.705882352941176
OpenAI_Codex,https://github.com/cartography-cncf/cartography/pull/1622,1,114.0,8.771929824561402
OpenAI_Codex,https://github.com/cartography-cncf/cartography/pull/1623,1,489.0,2.044989775051125
OpenAI_Codex,https://github.com/defog-ai/introspect/pull/501,10,186.0,53.763440860215056
OpenAI_Codex,https://github.com/defog-ai/introspect/pull/502,2,260.0,7.6923076923076925
OpenAI_Codex,https://github.com/featureform/enrichmcp/pull/149,1,16.0,62.5
OpenAI_Codex,https://github.com/featureform/enrichmcp/pull/46,1,907.0,1.1025358324145536
OpenAI_Codex,https://github.com/featureform/enrichmcp/pull/48,29,459.0,63.18082788671024
OpenAI_Codex,https://github.com/ikamensh/flynt/pull/234,1,61.0,16.393442622950822
OpenAI_Codex,https://github.com/jaseci-labs/jaseci/pull/2070,7,52.0,134.6153846153846
OpenAI_Codex,https://github.com/joewandy/hlda/pull/53,1,256.0,3.90625
OpenAI_Codex,https://github.com/langchain-ai/langsmith-sdk/pull/1782,1,115.0,8.695652173913043
OpenAI_Codex,https://github.com/leonteale/pentestpackage/pull/19,1,22.0,45.45454545454545
OpenAI_Codex,https://github.com/neoneye/PlanExe/pull/9,1,20.0,50.0
OpenAI_Codex,https://github.com/osori/korean-romanizer/pull/25,1,32.0,31.25
OpenAI_Codex,https://github.com/roboflow/roboflow-python/pull/385,1,65.0,15.384615384615385
OpenAI_Codex,https://github.com/roeniss/dhlottery-api/pull/134,1,58.0,17.241379310344826
OpenAI_Codex,https://github.com/sirk123au/ArrTools/pull/30,1,7.0,142.85714285714286
OpenAI_Codex,https://github.com/sooperset/mcp-atlassian/pull/540,1,39.0,25.64102564102564
OpenAI_Codex,https://github.com/stanford-crfm/levanter/pull/1018,19,341.0,55.71847507331378
OpenAI_Codex,https://github.com/stanford-crfm/levanter/pull/1023,4,205.0,19.51219512195122
OpenAI_Codex,https://github.com/wandb/weave/pull/4555,4,77.0,51.948051948051955
